mode,start_station_id,start_station_name,year,month,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available,data_quality
nyc,3147,E 85 St & 3 Ave,2019,1,4595,2289,2306,4595,40.77801203,-73.95407149,3,65.28835690968444,1,year_month
nyc,3148,E 84 St & 1 Ave,2019,1,2365,1175,1190,2365,40.77565541,-73.95068615,1,42.28329809725158,1,year_month
nyc,315,South St & Gouverneur Ln,2019,1,3281,1613,1668,3281,40.70355377,-74.00670227,0,0.0,1,year_month
nyc,3150,E 85 St & York Ave,2019,1,1685,838,847,1685,40.77536905,-73.94803392,3,178.04154302670622,1,year_month
nyc,3151,E 81 St & York Ave,2019,1,2288,1135,1153,2288,40.7728384,-73.94989233,3,131.11888111888112,1,year_month
nyc,3152,3 Ave & E 71 St,2019,1,957,476,481,957,40.76873687,-73.96119945,0,0.0,1,year_month
nyc,3153,E 71 St & 2 Ave,2019,1,669,332,337,669,40.76817546742245,-73.95910263061523,6,896.8609865470852,1,year_month
nyc,3154,E 77 St & 3 Ave,2019,1,2051,1023,1028,2051,40.77314236,-73.95856158,6,292.54022428083863,1,year_month
nyc,3155,Lexington Ave & E 63 St,2019,1,2965,1513,1452,2965,40.76440023,-73.96648977,2,67.45362563237774,1,year_month
nyc,3156,E 72 St & York Ave,2019,1,4040,2007,2033,4040,40.76663814,-73.95348296000002,1,24.752475247524753,1,year_month
nyc,3157,East End Ave & E 86 St,2019,1,745,376,369,745,40.77518615,-73.94446054,0,0.0,1,year_month
nyc,3158,W 63 St & Broadway,2019,1,5028,2555,2473,5028,40.77163851,-73.98261428,3,59.66587112171838,1,year_month
nyc,3159,W 67 St & Broadway,2019,1,4180,2113,2067,4180,40.77492513,-73.98266566,0,0.0,1,year_month
nyc,316,Fulton St & William St,2019,1,3978,1966,2012,3978,40.70955958,-74.00653609,0,0.0,1,year_month
nyc,3160,Central Park West & W 76 St,2019,1,2497,1277,1220,2497,40.77896784,-73.97374737,1,40.04805766920305,1,year_month
nyc,3161,W 76 St & Columbus Ave,2019,1,2191,1128,1063,2191,40.7801839724239,-73.97728532552719,1,45.64125969876768,1,year_month
nyc,3162,W 78 St & Broadway,2019,1,2274,1189,1085,2274,40.78339981,-73.98093133,1,43.975373790677224,1,year_month
nyc,3163,Central Park West & W 68 St,2019,1,3603,1929,1674,3603,40.7734066,-73.97782542,0,0.0,1,year_month
nyc,3164,Columbus Ave & W 72 St,2019,1,5877,3290,2587,5877,40.7770575,-73.97898475,1,17.015484090522374,1,year_month
nyc,3165,Central Park West & W 72 St,2019,1,4275,2177,2098,4275,40.77579376683666,-73.9762057363987,2,46.78362573099415,1,year_month
nyc,3166,Riverside Dr & W 72 St,2019,1,1670,831,839,1670,40.78057799010334,-73.98562431335449,2,119.76047904191617,1,year_month
nyc,3167,Amsterdam Ave & W 73 St,2019,1,5777,2959,2818,5777,40.77966809007312,-73.98093044757842,7,121.17015752120479,1,year_month
nyc,3168,Central Park West & W 85 St,2019,1,3223,1623,1600,3223,40.78472675,-73.96961715,4,124.10797393732547,1,year_month
nyc,3169,Riverside Dr & W 82 St,2019,1,1568,803,765,1568,40.78720869,-73.98128127,0,0.0,1,year_month
nyc,317,E 6 St & Avenue B,2019,1,4252,2117,2135,4252,40.72453734,-73.98185424,0,0.0,1,year_month
nyc,3170,W 84 St & Columbus Ave,2019,1,2762,1447,1315,2762,40.78499979,-73.97283406,2,72.4112961622013,1,year_month
nyc,3171,Amsterdam Ave & W 82 St,2019,1,3075,1610,1465,3075,40.78524672,-73.97667321,2,65.04065040650407,1,year_month
